20230216 22:47:25 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java56 - started testscript namecreateNewViewLink
20230216 22:47:28 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java129 - going to the url = https://login.salesforce.com
20230216 22:49:25 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java56 - started testscript namecreateNewViewLink
20230216 22:49:28 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java129 - going to the url = https://login.salesforce.com
20230216 22:52:36 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java56 - started testscript namecreateNewViewLink
20230216 22:52:39 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java129 - going to the url = https://login.salesforce.com
20230216 22:53:02 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java56 - started testscript namecreateNewViewLink
20230216 22:53:04 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java129 - going to the url = https://login.salesforce.com
20230216 22:54:28 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java56 - started testscript nameeditView
20230216 22:54:30 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java129 - going to the url = https://login.salesforce.com
